Marca temporal,Lugar y fecha,Nombre de la empresa:,Giro,Dirección,Teléfono,Correo electrónico,1. ¿Cuenta con los servicios de un contador público?,2. ¿ Qué tan importante considera contratar los servicios de un contador público?,3. ¿Cuál es el estado laboral? ,4. ¿Cómo visualiza su periodo económico en cuanto a inversión y capital? ,5. ¿Cuál es su expectativa en cuanto al futuro próximo?,6. ¿Qué retos y problemas espera enfrentar?,7. ¿Cuáles son sus probabilidades de contratación?,"8. Número de Personal por puesto que contrataría. 
(Seleccione por cada área de conocimiento el número de personal que contraría, en caso de no contratar marque ""0"".) [Administración  y recursos Humanos]","8. Número de Personal por puesto que contrataría. 
(Seleccione por cada área de conocimiento el número de personal que contraría, en caso de no contratar marque ""0"".) [Contabilidad y Finanzas]","8. Número de Personal por puesto que contrataría. 
(Seleccione por cada área de conocimiento el número de personal que contraría, en caso de no contratar marque ""0"".) [Producción]","8. Número de Personal por puesto que contrataría. 
(Seleccione por cada área de conocimiento el número de personal que contraría, en caso de no contratar marque ""0"".) [Ventas y Marketing]","8. Número de Personal por puesto que contrataría. 
(Seleccione por cada área de conocimiento el número de personal que contraría, en caso de no contratar marque ""0"".) [Otro]","9. Número de Personal por nivel educativo que contraría.
(Seleccione por cada nivel educativo el número de personal que contraría, en caso de no contratar marque ""0"".) [Educación Inicial]","9. Número de Personal por nivel educativo que contraría.
(Seleccione por cada nivel educativo el número de personal que contraría, en caso de no contratar marque ""0"".) [Educación primaria]","9. Número de Personal por nivel educativo que contraría.
(Seleccione por cada nivel educativo el número de personal que contraría, en caso de no contratar marque ""0"".) [Educación secundaria]","9. Número de Personal por nivel educativo que contraría.
(Seleccione por cada nivel educativo el número de personal que contraría, en caso de no contratar marque ""0"".) [Educación media superior]","9. Número de Personal por nivel educativo que contraría.
(Seleccione por cada nivel educativo el número de personal que contraría, en caso de no contratar marque ""0"".) [Educación superior  nivel Técnico]","9. Número de Personal por nivel educativo que contraría.
(Seleccione por cada nivel educativo el número de personal que contraría, en caso de no contratar marque ""0"".) [Maestría]","9. Número de Personal por nivel educativo que contraría.
(Seleccione por cada nivel educativo el número de personal que contraría, en caso de no contratar marque ""0"".) [Doctorado]","9. Número de Personal por nivel educativo que contraría.
(Seleccione por cada nivel educativo el número de personal que contraría, en caso de no contratar marque ""0"".) [Otro]",10. Habilidades y actitudes del TSU en Contaduría Pública. [Comunicación oral y escrita],10. Habilidades y actitudes del TSU en Contaduría Pública. [Capacidad para el trabajo en equipo],10. Habilidades y actitudes del TSU en Contaduría Pública. [Facilidad para relacionarse],10. Habilidades y actitudes del TSU en Contaduría Pública. [Habilidad para tomar de decisiones],10. Habilidades y actitudes del TSU en Contaduría Pública. [Capacidad de Liderazgo],10. Habilidades y actitudes del TSU en Contaduría Pública. [Organización],10. Habilidades y actitudes del TSU en Contaduría Pública. [Compromiso],10. Habilidades y actitudes del TSU en Contaduría Pública. [Uso de la tecnología para resolver problemas],10. Habilidades y actitudes del TSU en Contaduría Pública. [Análisis e interpretación de de información financiera],10. Habilidades y actitudes del TSU en Contaduría Pública. [Perspectica de leyes y normas contables],10. Habilidades y actitudes del TSU en Contaduría Pública. [Otro],11. ¿Utiliza un software para llevar su contabilidad empresarial? ,11.a. ¿Que software utiliza?,12. ¿Tiene la disposición de participar con la Universidad Tecnológica de la Sierra Sur de Oaxaca para captar egresados en TSU en Contaduría?.,12.a. ¿Por qué?,13. Número de empleos que la organización piensa crear durante los siguientes 3 años  con la especialidad en TSU en Contaduría.  [Puesto desempeñado],13. Número de empleos que la organización piensa crear durante los siguientes 3 años  con la especialidad en TSU en Contaduría.  [Supervisor del área de contabilidad],13. Número de empleos que la organización piensa crear durante los siguientes 3 años  con la especialidad en TSU en Contaduría.  [Coordinador de controlaría interna],13. Número de empleos que la organización piensa crear durante los siguientes 3 años  con la especialidad en TSU en Contaduría.  [Coordinador de auditoria],13. Número de empleos que la organización piensa crear durante los siguientes 3 años  con la especialidad en TSU en Contaduría.  [Coordinador en el area de finanzas],13. Número de empleos que la organización piensa crear durante los siguientes 3 años  con la especialidad en TSU en Contaduría.  [Coordinador de costos],13. Número de empleos que la organización piensa crear durante los siguientes 3 años  con la especialidad en TSU en Contaduría.  [Asesor fiscal y  contable],13. Número de empleos que la organización piensa crear durante los siguientes 3 años  con la especialidad en TSU en Contaduría.  [Coordinador de administración de personal],"14. Marque con las Profesiones, oficios y/o actividades que se requieren por nivel de TSU en Contaduría. ",15. Seleccione la función y la frecuencia expresada en número sobre la realización de funciones en la organizaciones.   [Manejo de libros contables],15. Seleccione la función y la frecuencia expresada en número sobre la realización de funciones en la organizaciones.   [Elaboración y control de estados financieros],15. Seleccione la función y la frecuencia expresada en número sobre la realización de funciones en la organizaciones.   [Cumplimiento de obligaciones fiscales],15. Seleccione la función y la frecuencia expresada en número sobre la realización de funciones en la organizaciones.   [Transacciones contables],15. Seleccione la función y la frecuencia expresada en número sobre la realización de funciones en la organizaciones.   [Proporcionar Asesoría],15. Seleccione la función y la frecuencia expresada en número sobre la realización de funciones en la organizaciones.   [Informes financieros],15. Seleccione la función y la frecuencia expresada en número sobre la realización de funciones en la organizaciones.   [Auditorías a empresas o particulares],15. Seleccione la función y la frecuencia expresada en número sobre la realización de funciones en la organizaciones.   [Elaborar inventarios],15. Seleccione la función y la frecuencia expresada en número sobre la realización de funciones en la organizaciones.   [Utilizar un software],15. Seleccione la función y la frecuencia expresada en número sobre la realización de funciones en la organizaciones.   [Elaborar informe tributario]
2/2/2023 10:52:09,Santo Domingo TEOJOMULCO ,Instituto nacional de los pueblos indígenas ,Servicio público ,El acahual sin número Santo Domingo TEOJOMULCO ,9512295556,csantosp@inpi.gob.mx,Sí,Muy importante,b) Empleado asalariado con contrato laboral fijo o eventual.,2. Mantendrá estable su capital,1. Con algunos problemas,2.Falta de entrenamiento en los empleados,1. Contratará personas especializadas en contaduría Pública,1,1,1,1,,0,0,0,1,2,1,1,0,.,.,.,.,,.,.,.,.,.,,Sí,Microsoft ,Sí,Es personal de la región ,Educación media superior,Educación media superior,,,,,,,"Supervisor del área de contabilidad, Cooordinador de contraloría interna",1,1,,,,,,,,
2/2/2023 11:20:06,Santos reyes NOPALA ,Banco azteca ,Financiero ,Av Hidalgo sn,954 127  2731,loisgpe@outlook.com,No,Muy importante,b) Empleado asalariado con contrato laboral fijo o eventual.,1.Tenderá a crecer,3. Muy positivo,1.Competencia en los servicios,4. No sabe,0,0,0,1,1,0,0,0,1,1,,,,.,.,.,.,.,.,.,,,,,No,Ninguno,No,No tenemos espacio ,Educación Inicial,,Educación media superior,,,,,,Coordinador de auditoria,2,3,3,2,2,3,3,2,3,3
2/2/2023 11:39:09,"Ocotlan de Morelos Oaxaca, febrero,02,2023",Danny's Merceria ,Merceria,20 de noviembre S/N,9514662866,,No,De regular importancia,c) Empleado asalariado sin contrato laboral.,2. Mantendrá estable su capital,4. No sabe,1.Competencia en los servicios,4. No sabe,1,1,2,0,0,0,0,0,1,1,0,0,0,.,.,,.,.,.,.,,.,,,Sí,SICAR,No,,,,,,,,,,Coordinador de costos,1,1,3,2,1,1,2,10,10,2
2/2/2023 12:16:15,2/02/23 Villa Sola de Vega,Accesorios y Novedades Cris,"Bisuteria, lencería ",Calle Guerrero Sola de Vega S/N,9513474432,Cristalyc14@gmail.com,No,Importante,a) Empleado autónomo independiente.,4. Crecerá su capital entre un 10-20%,3. Muy positivo,1.Competencia en los servicios,4. No sabe,1,0,0,0,0,0,0,1,1,1,0,0,0,.,.,.,.,.,.,.,.,.,,,No,,Sí,Para brinda capacitación y experiencia ,Educación secundaria,,,,,,,,"Supervisor del área de contabilidad, Coordinador de costos, Coordinador de administración de personal",1,2,2,1,,1,1,3,,
2/2/2023 12:24:23,Sola de Vega     02-02-23,Abarrotes lucy ,Minorista,Francisco I madero ezquina independencia,9512391676,No tiene,No,Muy importante,a) Empleado autónomo independiente.,2. Mantendrá estable su capital,4. No sabe,1.Competencia en los servicios,4. No sabe,0,1,0,0,0,0,0,0,0,1,0,0,0,.,.,.,.,.,.,.,.,.,.,,No,No aplica,Sí,Para llevar un control del negocio,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,"Supervisor del área de contabilidad, Coordinador en el área de finanzas, Coordinador de costos",2,2,2,3,2,3,1,3,4,2
2/2/2023 12:30:55,San José la Garzona 2/2/2023,Miscelánea Muñoz ,,Privada de Carranza #8,9513054545,umunozrodriguez@gmail.com,No,Muy importante,c) Empleado asalariado sin contrato laboral.,5. No sabe,4. No sabe,1.Competencia en los servicios,1. Contratará personas especializadas en contaduría Pública,0,1,3,1,4,1,0,1,2,2,1,1,1,,.,,,,.,,,,,,No,Ninguno ,No,"Esta muy lejos el lugar 
",Educación primaria,Doctorado,Doctorado,Doctorado,Doctorado,Doctorado,Doctorado,Doctorado,Supervisor del área de contabilidad,2,2,2,2,2,2,2,2,2,2
2/2/2023 12:31:54,"3 de enero de 2023, villa sola de vega",Sazón del Oso,Restaurante_Bar,"Benito Juárez 16, villa sola de vega oaxaca",9516402080,Eduardo_quiroz13@hotmail.com,Sí,Muy importante,a) Empleado autónomo independiente.,3.Crecerá su capital más del 20%,3. Muy positivo,1.Competencia en los servicios,4. No sabe,1,0,1,1,0,0,0,0,2,0,0,0,0,.,.,.,.,.,.,.,.,.,.,,No,,Sí,,,,,,,,,,"Supervisor del área de contabilidad, Cooordinador de contraloría interna, Coordinador de auditoria, Coordinador en el área de finanzas, Coordinador de costos, Asesor fiscal y  contable, Coordinador de administración de personal",,4,,4,,,,4,,
2/2/2023 12:38:14,Santa Maria Zaniza,"Tienda de abarrotes ""Lopez""",,"Centro,calle independecia,S/N",No aplica ,No aplica,No,Importante,a) Empleado autónomo independiente.,4. Crecerá su capital entre un 10-20%,2. Más o menos positivo,1.Competencia en los servicios,3. Mantendrá el mismo número de empleados,0,0,0,0,2,0,0,0,2,1,0,0,0,.,.,.,.,.,.,.,.,.,.,,No,No aplica,No,No cuento con los recuros suficientes ,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,"Supervisor del área de contabilidad, Cooordinador de contraloría interna, Coordinador en el área de finanzas, Coordinador de costos, Asesor fiscal y  contable, Coordinador de administración de personal",4,8,2,,,,,,,
2/2/2023 12:40:56,02 -02- 2023,AURELIO MENDOZA Y ASOCIADOO,DESPACHO CONTABLE,"SANTOS REYES NOPALA, OAXACA.",,,Sí,Muy importante,c) Empleado asalariado sin contrato laboral.,1.Tenderá a crecer,2. Más o menos positivo,1.Competencia en los servicios,1. Contratará personas especializadas en contaduría Pública,1,1,,,,,,,,1,,,,.,,,.,,.,,.,.,.,,Sí,,No,,Educación superior nivel Técnico,Educación superior nivel Técnico,,,,,Educación superior nivel Técnico,,"Supervisor del área de contabilidad, Coordinador de auditoria, Coordinador en el área de finanzas, Asesor fiscal y  contable",,3,3,,,3,,3,3,
2/2/2023 12:43:01,27 de dic de 2023/,Municipios de Santa Ana Tlapacoyac,Gobierno,,,,No,Muy importante,,2. Mantendrá estable su capital,2. Más o menos positivo,"4. Financieros: créditos, deudas, etc.",1. Contratará personas especializadas en contaduría Pública,1,0,0,0,0,0,0,0,0,3,1,0,0,,,,,,,,,.,.,,No,,No,,,,,,,,,,Coordinador en el área de finanzas,7,8,8,8,,8,2,9,2,8
2/2/2023 12:44:26,06 de enero de 2023,Municipio de San Lorenzo Texmelucan,Gobierno,Calle Principal S/N,9512434183,,Sí,Muy importante,b) Empleado asalariado con contrato laboral fijo o eventual.,2. Mantendrá estable su capital,3. Muy positivo,1.Competencia en los servicios,3. Mantendrá el mismo número de empleados,4,2,0,0,2,0,1,1,0,2,0,0,0,.,.,.,,.,,.,.,.,.,,Sí,CONTPAQ ,Sí,,Educación superior nivel Técnico,,Educación superior nivel Técnico,Educación superior nivel Técnico,,,Educación superior nivel Técnico,,"Coordinador de auditoria, Coordinador en el área de finanzas, Asesor fiscal y  contable",8,8,9,8,9,9,7,10,7,10
2/2/2023 12:44:47,"Santa maria zaniza,Sola de vega ,Oaxaca.A 2 de febrero del 2023","Ferreteria""Jimenez""",,"Centro,calle independencia,S/N",No aplica ,No aplica,No,Muy importante,a) Empleado autónomo independiente.,3.Crecerá su capital más del 20%,2. Más o menos positivo,1.Competencia en los servicios,1. Contratará personas especializadas en contaduría Pública,0,1,0,0,0,0,0,0,0,1,0,0,0,.,.,.,.,.,.,.,.,.,.,,No,No aplica,Sí,Por que me interesaria mucho ,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,Educación superior nivel Técnico,,"Cooordinador de contraloría interna, Coordinador de auditoria, Coordinador en el área de finanzas, Coordinador de costos, Coordinador de administración de personal",8,9,6,,9,9,8,9,10,9
2/2/2023 12:45:31,San Pablo Cuatro Venados  a 01/02/23,Abarrotes Jesus,Encuesta ,San Pablo Cuatro Venados ,616 1123958,maryrehe16@gmail.com ,No,Importante,a) Empleado autónomo independiente.,5. No sabe,2. Más o menos positivo,1.Competencia en los servicios,4. No sabe,0,1,0,0,0,0,0,0,1,1,0,0,0,,.,,.,,,,,.,.,,No,Ninguno,No,Falta de ingresos ,,Educación superior nivel Técnico,,,,,,,"Cooordinador de contraloría interna, Coordinador de costos",1,1,1,1,1,1,1,1,1,1
2/2/2023 12:47:50,"19 de Julio de 2002, cerro flor, santa María Tlanalquiahuitl Santa cruz Zenzentepec ",Edificaciones y proyectos el patio ,Venta de materiales petrio,"Domicilio conocido,santa cruz Zenzentepec, sola de Vega, Oaxaca ",9542022687,idaliaguillermo10@gmail.com,Sí,Muy importante,a) Empleado autónomo independiente.,2. Mantendrá estable su capital,3. Muy positivo,1.Competencia en los servicios,3. Mantendrá el mismo número de empleados,0,0,0,0,,0,0,0,0,0,0,0,,,.,,,,.,.,,.,,,Sí,Basico,No,No lo necesito,,,,,,,,,Coordinador en el área de finanzas,1,1,1,,,1,,1,1,1
2/2/2023 12:48:47,"02 de febrero de 2023, Villa Sola de Vega",Marisquería El Pulpo,Servicios,Porfirio Diaz s/n Barrio Santa Anita,9511786609,,Sí,Muy importante,a) Empleado autónomo independiente.,1.Tenderá a crecer,3. Muy positivo,2.Falta de entrenamiento en los empleados,3. Mantendrá el mismo número de empleados,0,0,0,2,,,,2,,,,,,,,,.,,.,.,,.,.,,No,,Sí,Para dar empleo,,Educación superior nivel Técnico,,,,,,,"Supervisor del área de contabilidad, Coordinador en el área de finanzas, Asesor fiscal y  contable",1,1,1,1,1,2,1,2,1,1
2/2/2023 12:49:37,San Pablo cuatro Venados a 02/02/2023,Comedor de truchas ,Giro de servicios ,San Pablo cuatro Venados la Neveria ,9513414823,lopezluisauriaisela@gmail.com,No,Muy importante,c) Empleado asalariado sin contrato laboral.,5. No sabe,2. Más o menos positivo,1.Competencia en los servicios,1. Contratará personas especializadas en contaduría Pública,3,1,2,2,0,0,0,0,3,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,No,No aplica,Sí,,,Educación primaria,,Maestría,,,,,"Supervisor del área de contabilidad, Cooordinador de contraloría interna, Coordinador de auditoria, Coordinador en el área de finanzas, Coordinador de costos, Asesor fiscal y  contable, Coordinador de administración de personal",,,,,,,,,,
2/2/2023 12:50:23,04 07 1990,Juguetería viveros ,Comercial ,Carretera internacional con la esquina de jacarandas ,9511993342,ambrosioviverosmejia@gmail.com,No,Muy importante,c) Empleado asalariado sin contrato laboral.,2. Mantendrá estable su capital,4. No sabe,1.Competencia en los servicios,3. Mantendrá el mismo número de empleados,,,0,,,,,0,,,,,,,,.,,,,,,,,,No,,Sí,Para que estudie más los govenes ,Educación primaria,,,,,,,,Supervisor del área de contabilidad,1,,,,,,,,,
